Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Ret5d%,Setup,Score,Is_Leveraged_ETF
VRTS,22.21,2.34,9.82,17.1,65.24,115152205.0,32.19,32.55,0,0,-37.33,-27.35,Reversal,29.23,False
VRT,22.21,2.34,9.82,17.1,65.24,115152205.0,32.19,32.55,0,0,-37.33,-27.35,Reversal,29.23,False
COMM,146.12,2.68,7.45,1.9,67.14,2240531441.0,216.15,239.11,0,0,-40.58,-26.64,Reversal,26.02,False
HOPE,72.68,1.98,7.63,3.0,52.76,2719452736.0,103.94,115.24,0,0,-37.86,-28.21,Reversal,25.17,False
HOOD,72.68,1.98,7.63,3.0,52.76,2719452736.0,103.94,115.24,0,0,-37.86,-28.21,Reversal,25.17,False
ARHS,121.87,3.27,5.98,12.6,37.59,489666460.0,156.73,162.63,0,0,-28.65,-19.66,Reversal,24.74,False
ARI,121.87,3.27,5.98,12.6,37.59,489666460.0,156.73,162.63,0,0,-28.65,-19.66,Reversal,24.74,False
ARKO,121.87,3.27,5.98,12.6,37.59,489666460.0,156.73,162.63,0,0,-28.65,-19.66,Reversal,24.74,False
ARL,121.87,3.27,5.98,12.6,37.59,489666460.0,156.73,162.63,0,0,-28.65,-19.66,Reversal,24.74,False
KLTR,99.17,2.46,5.15,9.7,35.55,725929449.0,121.07,126.43,0,0,-24.2,-13.75,Reversal,21.63,False
IREN,180.96,2.55,5.51,16.2,26.75,360144411.0,232.11,228.93,0,0,-25.92,-23.2,Reversal,21.61,False
QNST,136.3,2.73,3.58,17.0,33.82,1712781458.0,157.63,167.52,0,0,-24.36,-10.46,Reversal,20.04,False
QLYS,136.3,2.73,3.58,17.0,33.82,1712781458.0,157.63,167.52,0,0,-24.36,-10.46,Reversal,20.04,False
QCRH,136.3,2.73,3.58,17.0,33.82,1712781458.0,157.63,167.52,0,0,-24.36,-10.46,Reversal,20.04,False
QDEL,136.3,2.73,3.58,17.0,33.82,1712781458.0,157.63,167.52,0,0,-24.36,-10.46,Reversal,20.04,False
